transaction_id,order_id,customer_id,customer_age,gender,signup_date,last_login,country,city,latitude,longitude,channel,payment_method,currency,product_category,product_id,quantity,unit_price,discount_rate,shipping_cost,order_date,ship_date,returned,satisfaction_score,promo_code,is_vip,loyalty_points,notes,delivery_days,duplicate_flag
TXN-300331,ORD-200331,CUST-100331,38.0,Male,2022-07-08,2023-06-01 19:00:00,Kenya,Nakuru,-0.303099,36.080025,Online,MPesa,USD,Electronics,PRD-7906,1,98.05,0.075,6.94,2023-06-03,2023-06-13,False,4,FLASH20,False,127,First-time buyer,10.0,False
TXN-300393,ORD-200393,CUST-100393,44.0,Male,2024-02-13,2025-01-06 05:00:00,Rwanda,Butare,-2.598,29.7396,Online,MPesa,KES,Home,PRD-2300,1,3973.89,0.226,1463.25,2025-01-08,2025-01-12,False,5,LOYAL5,False,45,First-time buyer,4.0,False
TXN-300634,ORD-200634,CUST-100634,59.0,Female,2022-08-02,2023-02-26 00:00:00,Rwanda,Butare,-2.598,29.7396,Online,MPesa,KES,Clothing,PRD-7300,3,1151.04,0.067,1163.39,2023-02-17,2023-02-18,False,4,FLASH20,False,44,Used promo code,1.0,False
TXN-300789,ORD-200789,CUST-100789,35.0,Male,2025-06-30,2025-10-19 19:00:00,Kenya,Nakuru,-0.303099,36.080025,In-Store,Credit Card,KES,Beauty,PRD-6973,1,1289.28,0.057,0.0,2025-10-17,2025-10-27,True,2,FLASH20,False,12,Used promo code,10.0,False
TXN-300744,ORD-200744,CUST-100744,,Female,2023-05-24,2023-11-13 21:00:00,Kenya,Kisumu,-0.102206,34.761711,Online,MPesa,KES,Clothing,PRD-9928,1,1466.81,0.248,828.84,2023-11-14,2023-11-14,False,4,LOYAL5,False,19,Requested gift wrap,0.0,False
TXN-300091,ORD-200091,CUST-100091,46.0,Female,2023-08-27,2024-02-05 05:00:00,Kenya,Eldoret,0.52036,35.269779,Online,Credit Card,KES,Groceries,PRD-1876,4,468.21,0.105,1190.48,2024-02-11,2024-02-12,False,4,FLASH20,False,29,Used promo code,1.0,True
TXN-300137,ORD-200137,CUST-100137,18.0,Non-binary,2023-09-28,2024-07-12 21:00:00,Tanzania,Mwanza,-2.5164,32.9179,In-Store,MPesa,KES,Groceries,PRD-9705,2,360.92,0.215,0.0,2024-07-17,2024-07-21,False,2,LOYAL5,False,6,Bulk purchase,4.0,False
TXN-300810,ORD-200810,CUST-100810,44.0,Male,2024-10-14,2025-03-11 15:00:00,Kenya,Nakuru,-0.303099,36.080025,Online,Credit Card,USD,Home,PRD-4198,4,29.64,0.032,4.47,2025-03-04,2025-03-13,False,3,WELCOME10,False,155,Bulk purchase,9.0,False
TXN-300440,ORD-200440,CUST-100440,67.0,Male,2022-07-23,2023-06-22 13:00:00,Uganda,Gulu,2.7746,32.2989,Online,MPesa,KES,Home,PRD-7807,1,2200.88,0.0,1146.05,2023-06-19,2023-06-19,False,3,LOYAL5,False,33,No special notes,0.0,False
TXN-300094,ORD-200094,CUST-100094,18.0,Female,2024-10-13,2024-11-13 13:00:00,Kenya,Nakuru,-0.303099,36.080025,In-Store,MPesa,KES,Clothing,PRD-8439,1,2125.05,0.061,0.0,2024-11-14,2024-11-24,False,3,FLASH20,False,20,Bulk purchase,10.0,True
TXN-300432,ORD-200432,CUST-100432,26.0,Male,2022-11-06,2023-08-14 05:00:00,Kenya,Mombasa,-4.043477,39.668206,In-Store,Credit Card,KES,Electronics,PRD-3823,2,19382.14,0.28,0.0,2023-08-23,2023-09-01,False,4,WELCOME10,False,279,First-time buyer,9.0,False
TXN-300296,ORD-200296,CUST-100296,21.0,Male,2024-01-23,2024-09-11 04:00:00,Rwanda,Butare,-2.598,29.7396,Online,MPesa,KES,Groceries,PRD-5930,2,255.54,0.279,202.06,2024-09-04,2024-09-14,False,4,NONE,False,6,Delayed shipment,10.0,False
TXN-300521,ORD-200521,CUST-100521,44.0,Female,2022-09-18,2023-05-28 15:00:00,Kenya,Eldoret,0.52036,35.269779,Online,Cash,USD,Beauty,PRD-5604,3,7.09,0.435,8.19,2023-05-26,2023-05-28,False,4,NONE,False,26,Delayed shipment,2.0,False
TXN-300675,ORD-200675,CUST-100675,69.0,Male,2022-10-03,2023-04-22 23:00:00,Uganda,Kampala,0.347596,32.58252,In-Store,PayPal,KES,Electronics,PRD-4727,3,15977.16,0.047,0.0,2023-04-21,2023-04-30,False,4,BUNDLE15,False,457,Requested gift wrap,9.0,False
TXN-300292,ORD-200292,CUST-100292,56.0,Female,2024-09-08,2024-11-02 07:00:00,Kenya,Kisumu,-0.102206,34.761711,Online,PayPal,KES,Electronics,PRD-2290,2,25164.59,0.011,261.25,2024-11-12,2024-11-15,False,5,BUNDLE15,False,500,Used promo code,3.0,False
TXN-300136,ORD-200136,CUST-100136,18.0,Male,2023-06-02,2024-03-11 23:00:00,Kenya,Eldoret,0.52036,35.269779,In-Store,MPesa,USD,Groceries,PRD-3871,2,1.74,0.209,0.0,2024-03-17,2024-03-19,False,5,NONE,False,4,No special notes,2.0,False
TXN-300528,ORD-200528,CUST-100528,27.0,Male,2024-10-01,2024-11-15 23:00:00,Tanzania,Dar es Salaam,-6.7924,39.2083,Online,Credit Card,USD,Beauty,PRD-9518,2,3.95,0.143,6.73,2024-11-19,2024-11-19,False,4,FLASH20,False,18,Used promo code,0.0,False
TXN-300658,ORD-200658,CUST-100658,53.0,Male,2023-09-14,2023-12-28 18:00:00,Rwanda,Butare,-2.598,29.7396,In-Store,,KES,Home,PRD-5206,1,1896.11,0.0,0.0,2023-12-29,2024-01-08,False,5,NONE,False,19,No special notes,10.0,False
TXN-300096,ORD-200096,CUST-100096,47.0,Prefer not to say,2025-07-20,2025-08-21 23:00:00,Kenya,Mombasa,-4.043477,39.668206,In-Store,MPesa,KES,Electronics,PRD-8373,1,11311.67,0.174,1109.4,2025-08-18,2025-08-23,False,4,FLASH20,False,105,Bulk purchase,5.0,False
TXN-300290,ORD-200290,CUST-100290,62.0,Female,2024-03-11,2024-07-21 20:00:00,Ethiopia,Addis Ababa,8.9806,38.7578,In-Store,MPesa,KES,Home,PRD-6745,1,1202.01,0.413,0.0,2024-07-23,2024-07-24,False,4,NONE,False,7,Bulk purchase,1.0,False
TXN-300693,ORD-200693,CUST-100693,52.0,Male,2025-02-02,2025-04-09 06:00:00,Tanzania,Arusha,-3.3869,36.6829,Online,MPesa,KES,Beauty,PRD-2328,1,2127.85,0.458,622.77,2025-04-02,2025-04-06,False,5,NONE,False,18,Bulk purchase,4.0,False
TXN-300039,ORD-200039,CUST-100039,46.0,Female,2023-11-18,2024-07-19 20:00:00,Rwanda,Butare,-2.598,29.7396,Online,MPesa,KES,Groceries,PRD-5607,2,356.16,0.191,884.62,2024-07-18,,False,4,WELCOME10,False,15,Delayed shipment,,False
TXN-300067,ORD-200067,CUST-100067,19.0,Female,2022-07-12,2023-07-06 18:00:00,Rwanda,Kigali,-1.9441,30.0619,In-Store,MPesa,KES,Groceries,PRD-3435,3,308.78,0.167,0.0,2023-07-07,2023-07-15,False,4,NONE,False,8,Bulk purchase,8.0,False
TXN-300838,ORD-200838,CUST-100838,27.0,Male,2025-07-13,2025-11-17 17:00:00,Uganda,Entebbe,0.0487,32.4435,Online,PayPal,KES,Clothing,PRD-3059,1,1833.08,0.039,1767.6,2025-11-18,2025-11-26,False,4,NONE,False,35,No special notes,8.0,False
TXN-300328,ORD-200328,CUST-100328,64.0,Female,2024-12-08,2025-03-07 09:00:00,Rwanda,Butare,-2.598,29.7396,Online,MPesa,KES,Groceries,PRD-1027,3,328.14,0.183,752.71,2025-02-28,2025-03-06,False,5,WELCOME10,False,16,Delayed shipment,6.0,False
TXN-300265,ORD-200265,CUST-100265,58.0,Female,2023-03-01,2023-09-10 04:00:00,Rwanda,Butare,-2.598,29.7396,Online,MPesa,KES,Health,PRD-6679,5,755.79,0.42,1422.08,2023-09-03,2023-09-13,False,4,BUNDLE15,False,36,No special notes,10.0,False
TXN-300030,ORD-200030,CUST-100030,57.0,Female,2022-03-09,2023-01-19 04:00:00,Kenya,Nakuru,-0.303099,36.080025,Online,MPesa,KES,Health,PRD-4205,3,711.26,0.341,1425.97,2023-01-21,2023-01-31,False,5,NONE,False,28,Bulk purchase,10.0,False
TXN-300360,ORD-200360,CUST-100360,42.0,Prefer not to say,2024-11-07,2025-06-12 11:00:00,Kenya,Eldoret,0.52036,35.269779,Online,Bank Transfer,USD,Clothing,PRD-5626,1,6.87,0.341,6.01,2025-06-14,2025-06-21,False,4,NONE,False,14,Requested gift wrap,7.0,False
TXN-300848,ORD-200848,CUST-100848,24.0,Female,2024-06-24,2024-10-26 03:00:00,Uganda,Gulu,2.7746,32.2989,In-Store,MPesa,KES,Groceries,PRD-1269,1,303.84,0.154,187.13,2024-10-22,2024-10-28,False,5,WELCOME10,False,4,Delayed shipment,6.0,False
TXN-300665,ORD-200665,CUST-100665,45.0,Male,2025-04-08,2025-11-24 11:00:00,Kenya,Nairobi,-1.286389,36.817223,In-Store,MPesa,KES,Electronics,PRD-6066,1,23322.04,0.14,0.0,2025-11-28,2025-12-03,False,4,WELCOME10,False,201,Requested gift wrap,5.0,False
TXN-300761,ORD-200761,CUST-100761,30.0,Male,2025-04-14,2025-12-02 18:00:00,Uganda,Kampala,0.347596,32.58252,Online,Bank Transfer,KES,Groceries,PRD-5427,3,366.08,0.0,246.53,2025-12-01,,False,5,,False,13,First-time buyer,,False
TXN-300640,ORD-200640,CUST-100640,64.0,Male,2024-02-18,2024-12-24 14:00:00,Ethiopia,Adama,8.5406,39.27,Online,MPesa,KES,Groceries,PRD-6599,5,155.25,0.256,1250.95,2024-12-19,2024-12-21,False,4,NONE,False,18,Delayed shipment,2.0,False
TXN-300306,ORD-200306,CUST-100306,69.0,Female,2025-04-09,2025-05-13 21:00:00,Ethiopia,Adama,8.5406,39.27,Online,Credit Card,KES,Beauty,PRD-4740,1,679.56,0.196,1890.0,2025-05-16,,False,5,NONE,False,24,Requested gift wrap,,False
TXN-300350,ORD-200350,CUST-100350,68.0,Female,2024-08-17,2025-01-21 17:00:00,Kenya,Eldoret,0.52036,35.269779,In-Store,MPesa,USD,Home,PRD-6021,1,21.79,0.224,0.0,2025-01-31,2025-02-09,True,2,NONE,False,22,Delayed shipment,9.0,False
TXN-300499,ORD-200499,CUST-100499,39.0,Male,2022-12-06,2023-01-31 16:00:00,Kenya,Nakuru,-0.303099,36.080025,Online,Credit Card,USD,Home,PRD-2956,1,38.4,0.236,8.23,2023-02-10,2023-02-10,False,5,NONE,False,49,Bulk purchase,0.0,False
TXN-300601,ORD-200601,CUST-100601,36.0,Male,2022-08-29,2023-04-25 04:00:00,Kenya,Kisumu,-0.102206,34.761711,Online,Credit Card,USD,Beauty,PRD-4435,3,11.33,0.256,6.13,2023-04-21,2023-04-25,False,4,FLASH20,False,41,VIP customer,4.0,False
TXN-300442,ORD-200442,CUST-100442,43.0,Male,2024-08-06,2025-03-07 03:00:00,Uganda,Gulu,2.7746,32.2989,In-Store,Cash,KES,Groceries,PRD-5838,3,337.06,0.114,0.0,2025-03-05,2025-03-15,False,4,NONE,False,9,Bulk purchase,10.0,False
TXN-300569,ORD-200569,CUST-100569,66.0,Female,2023-08-15,2024-07-28 20:00:00,Kenya,Nakuru,-0.303099,36.080025,In-Store,MPesa,KES,Groceries,PRD-9511,2,270.68,0.35,1405.54,2024-07-31,2024-08-03,False,5,LOYAL5,False,18,Used promo code,3.0,False
TXN-300174,ORD-200174,CUST-100174,61.0,Female,2024-04-03,2024-10-08 05:00:00,Kenya,Eldoret,0.52036,35.269779,In-Store,MPesa,KES,Groceries,PRD-1572,4,343.93,0.319,0.0,2024-10-02,2024-10-05,False,5,NONE,True,9,First-time buyer,3.0,False
TXN-300244,ORD-200244,CUST-100244,25.0,Female,2024-01-25,2024-05-03 14:00:00,Kenya,Kisumu,-0.102206,34.761711,In-Store,MPesa,KES,Clothing,PRD-2321,3,1503.15,0.141,0.0,2024-05-11,2024-05-17,False,5,LOYAL5,False,39,Delayed shipment,6.0,False
TXN-300023,ORD-200023,CUST-100023,27.0,Male,2023-06-22,2023-07-15 12:00:00,Uganda,Kampala,0.347596,32.58252,Online,MPesa,USD,Clothing,PRD-2525,4,17.9,0.203,2.53,2023-07-09,2023-07-09,False,5,FLASH20,False,77,Delayed shipment,0.0,False
TXN-300260,ORD-200260,CUST-100260,38.0,Female,2025-01-04,2025-04-23 15:00:00,Ethiopia,Adama,8.5406,39.27,In-Store,MPesa,KES,Home,PRD-8655,3,3096.58,0.222,0.0,2025-05-03,2025-05-08,False,5,NONE,False,72,No special notes,5.0,False
TXN-300643,ORD-200643,CUST-100643,64.0,Prefer not to say,2022-03-06,2023-02-19 08:00:00,Uganda,Kampala,0.347596,32.58252,In-Store,MPesa,KES,Beauty,PRD-7640,2,1159.87,0.213,0.0,2023-02-25,2023-03-06,False,2,FLASH20,False,18,Requested gift wrap,9.0,False
TXN-300394,ORD-200394,CUST-100394,44.0,Male,2025-01-26,2025-09-09 09:00:00,Uganda,Kampala,0.347596,32.58252,Online,MPesa,KES,Clothing,PRD-2947,2,2941.81,0.373,1350.13,2025-09-04,2025-09-10,False,4,LOYAL5,False,50,First-time buyer,6.0,False
TXN-300066,ORD-200066,CUST-100066,41.0,Male,2024-05-11,2025-01-31 08:00:00,Uganda,Entebbe,0.0487,32.4435,Online,MPesa,KES,Clothing,PRD-3596,1,1862.07,0.237,858.95,2025-02-02,2025-02-04,True,5,WELCOME10,True,23,Bulk purchase,2.0,False
TXN-300168,ORD-200168,CUST-100168,30.0,Male,2024-10-03,2025-05-13 20:00:00,Uganda,Gulu,2.7746,32.2989,Online,MPesa,KES,Clothing,PRD-3157,2,1147.35,0.283,569.52,2025-05-13,2025-05-15,True,4,BUNDLE15,False,22,VIP customer,2.0,False
TXN-300788,ORD-200788,CUST-100788,38.0,Male,2024-02-17,2024-07-06 00:00:00,Tanzania,Dar es Salaam,-6.7924,39.2083,Online,Credit Card,KES,Electronics,PRD-9514,3,16680.25,0.263,243.39,2024-07-03,2024-07-13,False,3,NONE,False,371,Bulk purchase,10.0,False
TXN-300512,ORD-200512,CUST-100512,24.0,Female,2024-10-10,2024-11-29 02:00:00,Kenya,Eldoret,0.52036,35.269779,Online,MPesa,KES,Beauty,PRD-2015,2,1678.97,0.415,775.36,2024-12-09,2024-12-15,False,4,LOYAL5,True,27,Delayed shipment,6.0,False
TXN-300617,ORD-200617,CUST-100617,48.0,Female,2023-11-24,2024-11-09 20:00:00,Kenya,Eldoret,0.52036,35.269779,Online,Cash,KES,Groceries,PRD-5254,4,280.16,0.12,786.64,2024-11-12,2024-11-22,False,2,BUNDLE15,False,18,VIP customer,10.0,False
TXN-300673,ORD-200673,CUST-100673,18.0,Female,2023-07-14,2023-08-15 04:00:00,Kenya,Eldoret,0.52036,35.269779,In-Store,Bank Transfer,KES,Home,PRD-1411,1,3269.68,0.158,0.0,2023-08-21,2023-08-24,False,4,NONE,False,28,First-time buyer,3.0,False
TXN-300140,ORD-200140,CUST-100140,69.0,Male,2023-01-26,2023-04-22 14:00:00,Ethiopia,Adama,8.5406,39.27,Online,MPesa,KES,Home,PRD-7071,1,2482.45,0.202,1252.87,2023-04-23,2023-04-23,False,4,FLASH20,True,32,Customer called support,0.0,True
TXN-300670,ORD-200670,CUST-100670,39.0,Female,2022-11-18,2023-05-19 12:00:00,Uganda,Entebbe,0.0487,32.4435,Online,MPesa,KES,Groceries,PRD-6099,1,342.53,0.0,980.24,2023-05-25,2023-05-28,False,3,LOYAL5,False,13,Delayed shipment,3.0,False
TXN-300110,ORD-200110,CUST-100110,41.0,Prefer not to say,2025-01-07,2025-01-07 18:00:00,Kenya,Mombasa,-4.043477,39.668206,In-Store,MPesa,KES,Health,PRD-5101,1,1125.77,0.082,0.0,2025-01-12,2025-01-12,False,5,LOYAL5,False,10,Bulk purchase,0.0,False
TXN-300086,ORD-200086,CUST-100086,60.0,Male,2024-10-08,2025-02-15 14:00:00,Tanzania,Dar es Salaam,-6.7924,39.2083,Online,Cash,KES,Beauty,PRD-2835,2,1693.22,0.362,734.66,2025-02-18,2025-02-23,False,4,FLASH20,False,29,Used promo code,5.0,False
TXN-300294,ORD-200294,CUST-100294,31.0,Male,2025-08-07,2025-09-24 16:00:00,Tanzania,Dar es Salaam,-6.7924,39.2083,Online,MPesa,KES,Groceries,PRD-3586,3,341.07,0.177,197.18,2025-09-29,2025-10-07,False,5,BUNDLE15,False,10,Customer called support,8.0,False
TXN-300139,ORD-200139,CUST-100139,32.0,Female,2023-12-10,2024-11-22 15:00:00,Kenya,Mombasa,-4.043477,39.668206,In-Store,MPesa,KES,Clothing,PRD-8005,2,1710.85,0.0,0.0,2024-11-29,2024-12-03,False,5,NONE,False,34,VIP customer,4.0,False
TXN-300706,ORD-200706,CUST-100706,34.0,Female,2024-09-19,2024-10-15 05:00:00,Uganda,Entebbe,0.0487,32.4435,Online,Credit Card,KES,Health,PRD-7449,3,671.59,0.21,1692.91,2024-10-07,2024-10-09,False,4,LOYAL5,False,33,Delayed shipment,2.0,False
TXN-300473,ORD-200473,CUST-100473,60.0,Male,2024-10-22,2024-11-01 01:00:00,Ethiopia,Addis Ababa,8.9806,38.7578,In-Store,MPesa,USD,Electronics,PRD-4459,1,74.0,0.5,0.0,2024-11-02,,False,4,NONE,False,48,Used promo code,,False
TXN-300495,ORD-200495,CUST-100495,30.0,Female,2024-06-19,2024-12-05 20:00:00,Tanzania,Dar es Salaam,-6.7924,39.2083,Online,MPesa,KES,Beauty,PRD-5332,3,1185.0,0.227,1142.54,2024-11-28,2024-11-30,False,4,FLASH20,False,39,No special notes,2.0,False
TXN-300649,ORD-200649,CUST-100649,24.0,Female,2023-11-30,2024-01-04 09:00:00,Ethiopia,Adama,8.5406,39.27,Online,MPesa,USD,Groceries,PRD-8164,1,2.92,0.021,2.1,2023-12-31,2024-01-10,False,5,NONE,False,6,Requested gift wrap,10.0,False
TXN-300063,ORD-200063,CUST-100063,,Male,2024-07-10,2025-05-24 10:00:00,Uganda,Entebbe,0.0487,32.4435,In-Store,MPesa,USD,Home,PRD-9579,2,25.92,0.239,0.0,2025-05-28,2025-05-28,False,4,LOYAL5,False,51,No special notes,0.0,False
TXN-300827,ORD-200827,CUST-100827,62.0,Male,2025-03-12,2025-04-16 04:00:00,Rwanda,Kigali,-1.9441,30.0619,Online,MPesa,KES,Electronics,PRD-5033,3,16378.94,0.145,1833.5,2025-04-07,2025-04-16,False,4,WELCOME10,False,439,Requested gift wrap,9.0,False
TXN-300212,ORD-200212,CUST-100212,23.0,Male,2024-08-28,2024-09-27 22:00:00,Uganda,Kampala,0.347596,32.58252,In-Store,Cash,USD,Beauty,PRD-8951,1,9.89,0.083,0.0,2024-10-01,2024-10-11,False,4,WELCOME10,False,12,No special notes,10.0,False
TXN-300818,ORD-200818,CUST-100818,62.0,Non-binary,2023-11-22,2023-12-20 18:00:00,Ethiopia,Addis Ababa,8.9806,38.7578,Online,Credit Card,KES,Clothing,PRD-1912,2,707.38,0.227,1294.53,2023-12-12,2023-12-22,False,5,BUNDLE15,False,24,Requested gift wrap,10.0,False
TXN-300065,ORD-200065,CUST-100065,42.0,Female,2023-02-27,2023-08-10 00:00:00,Kenya,Mombasa,-4.043477,39.668206,In-Store,Credit Card,KES,Groceries,PRD-9186,2,317.03,0.256,244.42,2023-08-05,2023-08-12,False,4,NONE,False,7,Delayed shipment,7.0,False
TXN-300753,ORD-200753,CUST-100753,69.0,Female,2024-08-29,2025-03-15 23:00:00,Kenya,Kisumu,-0.102206,34.761711,In-Store,MPesa,USD,Groceries,PRD-9094,1,1.11,0.382,0.0,2025-03-08,2025-03-08,False,4,BUNDLE15,True,1,Delayed shipment,0.0,False
TXN-300777,ORD-200777,CUST-100777,67.0,Female,2022-04-22,2023-04-18 13:00:00,Rwanda,Kigali,-1.9441,30.0619,Online,MPesa,KES,Groceries,PRD-3208,2,313.34,0.067,1205.44,2023-04-14,2023-04-16,False,4,,False,18,Customer called support,2.0,False
TXN-300078,ORD-200078,CUST-100078,39.0,Female,2023-03-06,2023-10-10 04:00:00,Kenya,Eldoret,0.52036,35.269779,In-Store,PayPal,KES,Clothing,PRD-7642,1,920.94,0.208,0.0,2023-10-16,2023-10-18,False,4,WELCOME10,True,7,VIP customer,2.0,False
TXN-300227,ORD-200227,CUST-100227,45.0,Female,2023-03-14,2023-10-10 20:00:00,Rwanda,Butare,-2.598,29.7396,Online,MPesa,KES,Health,PRD-9590,4,570.87,0.077,1946.29,2023-10-11,2023-10-14,False,3,LOYAL5,False,41,First-time buyer,3.0,False
TXN-300211,ORD-200211,CUST-100211,44.0,Male,2023-06-11,2024-02-08 06:00:00,Uganda,Gulu,2.7746,32.2989,Online,MPesa,KES,Health,PRD-6224,2,914.12,0.063,309.46,2024-02-05,2024-02-13,False,4,FLASH20,True,20,Bulk purchase,8.0,False
TXN-300231,ORD-200231,CUST-100231,35.0,Female,2025-05-29,2025-10-15 07:00:00,Kenya,Kisumu,-0.102206,34.761711,In-Store,MPesa,KES,Home,PRD-3694,2,1774.95,0.219,0.0,2025-10-16,2025-10-22,False,5,FLASH20,False,28,Used promo code,6.0,False
TXN-300286,ORD-200286,CUST-100286,55.0,Female,2022-04-08,2023-02-24 12:00:00,Uganda,Gulu,2.7746,32.2989,Online,Cash,KES,Clothing,PRD-4014,3,1622.27,0.284,1681.76,2023-02-20,2023-02-24,True,2,WELCOME10,False,52,Customer called support,4.0,False
TXN-300554,ORD-200554,CUST-100554,61.0,Female,2023-07-22,2023-09-02 06:00:00,Kenya,Mombasa,-4.043477,39.668206,In-Store,Credit Card,KES,Groceries,PRD-5761,1,378.43,0.234,0.0,2023-09-07,2023-09-16,False,4,BUNDLE15,False,3,First-time buyer,9.0,False
